Experiment,Section,Variable,Source,Model,ScalarName,AnalysisType,Region,ScalarType,Units,Data,Weight
co2,WaterCycle,Evapotranspiration,ENSMEAN,co2_-20pct,Benchmark Period Mean (intersection),MeanState,boreal,scalar,kg m-2 d-1,0.628542,1
co2,WaterCycle,Evapotranspiration,ENSMEAN,co2_-20pct,Model Period Mean (intersection),MeanState,boreal,scalar,kg m-2 d-1,0.732197,1
co2,WaterCycle,Evapotranspiration,ENSMEAN,co2_60pct,Benchmark Period Mean (intersection),MeanState,global,scalar,kg m-2 d-1,1.35975,1
co2,WaterCycle,Evapotranspiration,ENSMEAN,co2_60pct,Model Period Mean (intersection),MeanState,global,scalar,kg m-2 d-1,1.391,1
co2,WaterCycle,Evapotranspiration,ENSMEAN,co2_60pct,Benchmark Period Mean (intersection),MeanState,tropics,scalar,kg m-2 d-1,2.68567,1
co2,WaterCycle,Evapotranspiration,ENSMEAN,co2_60pct,Model Period Mean (intersection),MeanState,tropics,scalar,kg m-2 d-1,2.8446,1
co2,WaterCycle,Evapotranspiration,ENSMEAN,co2_60pct,Benchmark Period Mean (intersection),MeanState,subtropics,scalar,kg m-2 d-1,1.43485,1
co2,WaterCycle,Evapotranspiration,ENSMEAN,co2_60pct,Model Period Mean (intersection),MeanState,subtropics,scalar,kg m-2 d-1,1.43102,1
co2,WaterCycle,Evapotranspiration,ENSMEAN,co2_60pct,Benchmark Period Mean (intersection),MeanState,temperate,scalar,kg m-2 d-1,0.969209,1
co2,WaterCycle,Evapotranspiration,ENSMEAN,co2_60pct,Model Period Mean (intersection),MeanState,temperate,scalar,kg m-2 d-1,0.969004,1
co2,WaterCycle,Evapotranspiration,ENSMEAN,co2_60pct,Benchmark Period Mean (intersection),MeanState,boreal,scalar,kg m-2 d-1,0.628542,1
co2,WaterCycle,Evapotranspiration,ENSMEAN,co2_60pct,Model Period Mean (intersection),MeanState,boreal,scalar,kg m-2 d-1,0.683304,1
co2,WaterCycle,Evapotranspiration,ENSMEAN,co2_-60pct,Benchmark Period Mean (intersection),MeanState,global,scalar,kg m-2 d-1,1.35975,1
co2,WaterCycle,Evapotranspiration,ENSMEAN,co2_-60pct,Model Period Mean (intersection),MeanState,global,scalar,kg m-2 d-1,1.8863,1
co2,WaterCycle,Evapotranspiration,ENSMEAN,co2_-60pct,Benchmark Period Mean (intersection),MeanState,tropics,scalar,kg m-2 d-1,2.68567,1
co2,WaterCycle,Evapotranspiration,ENSMEAN,co2_-60pct,Model Period Mean (intersection),MeanState,tropics,scalar,kg m-2 d-1,3.01757,1
co2,WaterCycle,Evapotranspiration,ENSMEAN,co2_-60pct,Benchmark Period Mean (intersection),MeanState,subtropics,scalar,kg m-2 d-1,1.43485,1
co2,WaterCycle,Evapotranspiration,ENSMEAN,co2_-60pct,Model Period Mean (intersection),MeanState,subtropics,scalar,kg m-2 d-1,2.26416,1
co2,WaterCycle,Evapotranspiration,ENSMEAN,co2_-60pct,Benchmark Period Mean (intersection),MeanState,temperate,scalar,kg m-2 d-1,0.969209,1
co2,WaterCycle,Evapotranspiration,ENSMEAN,co2_-60pct,Model Period Mean (intersection),MeanState,temperate,scalar,kg m-2 d-1,1.76516,1
co2,WaterCycle,Evapotranspiration,ENSMEAN,co2_-60pct,Benchmark Period Mean (intersection),MeanState,boreal,scalar,kg m-2 d-1,0.628542,1
co2,WaterCycle,Evapotranspiration,ENSMEAN,co2_-60pct,Model Period Mean (intersection),MeanState,boreal,scalar,kg m-2 d-1,1.17402,1
co2,WaterCycle,Evapotranspiration,ENSMEAN,co2_40pct,Benchmark Period Mean (intersection),MeanState,global,scalar,kg m-2 d-1,1.35975,1
co2,WaterCycle,Evapotranspiration,ENSMEAN,co2_40pct,Model Period Mean (intersection),MeanState,global,scalar,kg m-2 d-1,1.33831,1
co2,WaterCycle,Evapotranspiration,ENSMEAN,co2_40pct,Benchmark Period Mean (intersection),MeanState,tropics,scalar,kg m-2 d-1,2.68567,1
co2,WaterCycle,Evapotranspiration,ENSMEAN,co2_40pct,Model Period Mean (intersection),MeanState,tropics,scalar,kg m-2 d-1,2.75773,1
co2,WaterCycle,Evapotranspiration,ENSMEAN,co2_40pct,Benchmark Period Mean (intersection),MeanState,subtropics,scalar,kg m-2 d-1,1.43485,1
co2,WaterCycle,Evapotranspiration,ENSMEAN,co2_40pct,Model Period Mean (intersection),MeanState,subtropics,scalar,kg m-2 d-1,1.35047,1
co2,WaterCycle,Evapotranspiration,ENSMEAN,co2_40pct,Benchmark Period Mean (intersection),MeanState,temperate,scalar,kg m-2 d-1,0.969209,1
co2,WaterCycle,Evapotranspiration,ENSMEAN,co2_40pct,Model Period Mean (intersection),MeanState,temperate,scalar,kg m-2 d-1,0.899723,1
co2,WaterCycle,Evapotranspiration,ENSMEAN,co2_40pct,Benchmark Period Mean (intersection),MeanState,boreal,scalar,kg m-2 d-1,0.628542,1
co2,WaterCycle,Evapotranspiration,ENSMEAN,co2_40pct,Model Period Mean (intersection),MeanState,boreal,scalar,kg m-2 d-1,0.664092,1
co2,WaterCycle,Evapotranspiration,ENSMEAN,co2_-40pct,Benchmark Period Mean (intersection),MeanState,global,scalar,kg m-2 d-1,1.35975,1
co2,WaterCycle,Evapotranspiration,ENSMEAN,co2_-40pct,Model Period Mean (intersection),MeanState,global,scalar,kg m-2 d-1,1.61936,1
co2,WaterCycle,Evapotranspiration,ENSMEAN,co2_-40pct,Benchmark Period Mean (intersection),MeanState,tropics,scalar,kg m-2 d-1,2.68567,1
co2,WaterCycle,Evapotranspiration,ENSMEAN,co2_-40pct,Model Period Mean (intersection),MeanState,tropics,scalar,kg m-2 d-1,2.92651,1
co2,WaterCycle,Evapotranspiration,ENSMEAN,co2_-40pct,Benchmark Period Mean (intersection),MeanState,subtropics,scalar,kg m-2 d-1,1.43485,1
co2,WaterCycle,Evapotranspiration,ENSMEAN,co2_-40pct,Model Period Mean (intersection),MeanState,subtropics,scalar,kg m-2 d-1,1.85982,1
co2,WaterCycle,Evapotranspiration,ENSMEAN,co2_-40pct,Benchmark Period Mean (intersection),MeanState,temperate,scalar,kg m-2 d-1,0.969209,1
co2,WaterCycle,Evapotranspiration,ENSMEAN,co2_-40pct,Model Period Mean (intersection),MeanState,temperate,scalar,kg m-2 d-1,1.47391,1
co2,WaterCycle,Evapotranspiration,ENSMEAN,co2_-40pct,Benchmark Period Mean (intersection),MeanState,boreal,scalar,kg m-2 d-1,0.628542,1
co2,WaterCycle,Evapotranspiration,ENSMEAN,co2_-40pct,Model Period Mean (intersection),MeanState,boreal,scalar,kg m-2 d-1,0.936272,1
pre,CarbonStocks,CarboninVegetation,ENSMEAN,pre_spfh_minus_90pct,Benchmark Period Mean (intersection),MeanState,global,scalar,g m-2,2557.77,1
pre,CarbonStocks,CarboninVegetation,ENSMEAN,pre_spfh_minus_90pct,Model Period Mean (intersection),MeanState,global,scalar,g m-2,2287.03,1
pre,CarbonStocks,CarboninVegetation,ENSMEAN,pre_spfh_minus_90pct,Benchmark Period Mean (intersection),MeanState,tropics,scalar,g m-2,4372.4,1
pre,CarbonStocks,CarboninVegetation,ENSMEAN,pre_spfh_minus_90pct,Model Period Mean (intersection),MeanState,tropics,scalar,g m-2,3712.32,1
pre,CarbonStocks,CarboninVegetation,ENSMEAN,pre_spfh_minus_90pct,Benchmark Period Mean (intersection),MeanState,subtropics,scalar,g m-2,1636.83,1
pre,CarbonStocks,CarboninVegetation,ENSMEAN,pre_spfh_minus_90pct,Model Period Mean (intersection),MeanState,subtropics,scalar,g m-2,1298.58,1
pre,CarbonStocks,CarboninVegetation,ENSMEAN,pre_spfh_minus_90pct,Benchmark Period Mean (intersection),MeanState,temperate,scalar,g m-2,1042.23,1
pre,CarbonStocks,CarboninVegetation,ENSMEAN,pre_spfh_minus_90pct,Model Period Mean (intersection),MeanState,temperate,scalar,g m-2,1039.38,1
pre,CarbonStocks,CarboninVegetation,ENSMEAN,pre_spfh_minus_90pct,Benchmark Period Mean (intersection),MeanState,boreal,scalar,g m-2,1192.83,1
pre,CarbonStocks,CarboninVegetation,ENSMEAN,pre_spfh_minus_90pct,Model Period Mean (intersection),MeanState,boreal,scalar,g m-2,1239.82,1
pre,CarbonStocks,CarboninVegetation,ENSMEAN,pre_spfh_minus_80pct,Benchmark Period Mean (intersection),MeanState,global,scalar,g m-2,2557.77,1
pre,CarbonStocks,CarboninVegetation,ENSMEAN,pre_spfh_minus_80pct,Model Period Mean (intersection),MeanState,global,scalar,g m-2,2395.97,1
pre,CarbonStocks,CarboninVegetation,ENSMEAN,pre_spfh_minus_80pct,Benchmark Period Mean (intersection),MeanState,tropics,scalar,g m-2,4372.4,1
pre,CarbonStocks,CarboninVegetation,ENSMEAN,pre_spfh_minus_80pct,Model Period Mean (intersection),MeanState,tropics,scalar,g m-2,3966.84,1
pre,CarbonStocks,CarboninVegetation,ENSMEAN,pre_spfh_minus_80pct,Benchmark Period Mean (intersection),MeanState,subtropics,scalar,g m-2,1636.83,1
pre,CarbonStocks,CarboninVegetation,ENSMEAN,pre_spfh_minus_80pct,Model Period Mean (intersection),MeanState,subtropics,scalar,g m-2,1372.44,1
pre,CarbonStocks,CarboninVegetation,ENSMEAN,pre_spfh_minus_80pct,Benchmark Period Mean (intersection),MeanState,temperate,scalar,g m-2,1042.23,1
pre,CarbonStocks,CarboninVegetation,ENSMEAN,pre_spfh_minus_80pct,Model Period Mean (intersection),MeanState,temperate,scalar,g m-2,1041.95,1
pre,CarbonStocks,CarboninVegetation,ENSMEAN,pre_spfh_minus_80pct,Benchmark Period Mean (intersection),MeanState,boreal,scalar,g m-2,1192.83,1
pre,CarbonStocks,CarboninVegetation,ENSMEAN,pre_spfh_minus_80pct,Model Period Mean (intersection),MeanState,boreal,scalar,g m-2,1255.66,1
pre,CarbonStocks,CarboninVegetation,ENSMEAN,pre_spfh_minus_70pct,Benchmark Period Mean (intersection),MeanState,global,scalar,g m-2,2557.77,1
pre,CarbonStocks,CarboninVegetation,ENSMEAN,pre_spfh_minus_70pct,Model Period Mean (intersection),MeanState,global,scalar,g m-2,2484.94,1
pre,CarbonStocks,CarboninVegetation,ENSMEAN,pre_spfh_minus_70pct,Benchmark Period Mean (intersection),MeanState,tropics,scalar,g m-2,4372.4,1
pre,CarbonStocks,CarboninVegetation,ENSMEAN,pre_spfh_minus_70pct,Model Period Mean (intersection),MeanState,tropics,scalar,g m-2,4172.54,1
pre,CarbonStocks,CarboninVegetation,ENSMEAN,pre_spfh_minus_70pct,Benchmark Period Mean (intersection),MeanState,subtropics,scalar,g m-2,1636.83,1
pre,CarbonStocks,CarboninVegetation,ENSMEAN,pre_spfh_minus_70pct,Model Period Mean (intersection),MeanState,subtropics,scalar,g m-2,1442,1
pre,CarbonStocks,CarboninVegetation,ENSMEAN,pre_spfh_minus_70pct,Benchmark Period Mean (intersection),MeanState,temperate,scalar,g m-2,1042.23,1
pre,CarbonStocks,CarboninVegetation,ENSMEAN,pre_spfh_minus_70pct,Model Period Mean (intersection),MeanState,temperate,scalar,g m-2,1044.69,1
pre,CarbonStocks,CarboninVegetation,ENSMEAN,pre_spfh_minus_70pct,Benchmark Period Mean (intersection),MeanState,boreal,scalar,g m-2,1192.83,1
pre,CarbonStocks,CarboninVegetation,ENSMEAN,pre_spfh_minus_70pct,Model Period Mean (intersection),MeanState,boreal,scalar,g m-2,1270.29,1
pre,CarbonStocks,CarboninVegetation,ENSMEAN,pre_spfh_minus_50pct,Benchmark Period Mean (intersection),MeanState,global,scalar,g m-2,2557.77,1
pre,CarbonStocks,CarboninVegetation,ENSMEAN,pre_spfh_minus_50pct,Model Period Mean (intersection),MeanState,global,scalar,g m-2,2602.19,1
pre,CarbonStocks,CarboninVegetation,ENSMEAN,pre_spfh_minus_50pct,Benchmark Period Mean (intersection),MeanState,tropics,scalar,g m-2,4372.4,1
pre,CarbonStocks,CarboninVegetation,ENSMEAN,pre_spfh_minus_50pct,Model Period Mean (intersection),MeanState,tropics,scalar,g m-2,4426.59,1
pre,CarbonStocks,CarboninVegetation,ENSMEAN,pre_spfh_minus_50pct,Benchmark Period Mean (intersection),MeanState,subtropics,scalar,g m-2,1636.83,1
pre,CarbonStocks,CarboninVegetation,ENSMEAN,pre_spfh_minus_50pct,Model Period Mean (intersection),MeanState,subtropics,scalar,g m-2,1548.43,1
pre,CarbonStocks,CarboninVegetation,ENSMEAN,pre_spfh_minus_50pct,Benchmark Period Mean (intersection),MeanState,temperate,scalar,g m-2,1042.23,1
pre,CarbonStocks,CarboninVegetation,ENSMEAN,pre_spfh_minus_50pct,Model Period Mean (intersection),MeanState,temperate,scalar,g m-2,1049.95,1
pre,CarbonStocks,CarboninVegetation,ENSMEAN,pre_spfh_minus_50pct,Benchmark Period Mean (intersection),MeanState,boreal,scalar,g m-2,1192.83,1
pre,CarbonStocks,CarboninVegetation,ENSMEAN,pre_spfh_minus_50pct,Model Period Mean (intersection),MeanState,boreal,scalar,g m-2,1295.17,1
pre,CarbonStocks,CarboninVegetation,ENSMEAN,pre_spfh_minus_30pct,Benchmark Period Mean (intersection),MeanState,global,scalar,g m-2,2557.77,1
pre,CarbonStocks,CarboninVegetation,ENSMEAN,pre_spfh_minus_30pct,Model Period Mean (intersection),MeanState,global,scalar,g m-2,2674.16,1
pre,CarbonStocks,CarboninVegetation,ENSMEAN,pre_spfh_minus_30pct,Benchmark Period Mean (intersection),MeanState,tropics,scalar,g m-2,4372.4,1
pre,CarbonStocks,CarboninVegetation,ENSMEAN,pre_spfh_minus_30pct,Model Period Mean (intersection),MeanState,tropics,scalar,g m-2,4568.42,1
pre,CarbonStocks,CarboninVegetation,ENSMEAN,pre_spfh_minus_30pct,Benchmark Period Mean (intersection),MeanState,subtropics,scalar,g m-2,1636.83,1
pre,CarbonStocks,CarboninVegetation,ENSMEAN,pre_spfh_minus_30pct,Model Period Mean (intersection),MeanState,subtropics,scalar,g m-2,1627.07,1
pre,CarbonStocks,CarboninVegetation,ENSMEAN,pre_spfh_minus_30pct,Benchmark Period Mean (intersection),MeanState,temperate,scalar,g m-2,1042.23,1
pre,CarbonStocks,CarboninVegetation,ENSMEAN,pre_spfh_minus_30pct,Model Period Mean (intersection),MeanState,temperate,scalar,g m-2,1054.65,1
pre,CarbonStocks,CarboninVegetation,ENSMEAN,pre_spfh_minus_30pct,Benchmark Period Mean (intersection),MeanState,boreal,scalar,g m-2,1192.83,1
pre,CarbonStocks,CarboninVegetation,ENSMEAN,pre_spfh_minus_30pct,Model Period Mean (intersection),MeanState,boreal,scalar,g m-2,1314.54,1
pre,CarbonStocks,CarboninVegetation,ENSMEAN,pre_spfh_minus_10pct,Benchmark Period Mean (intersection),MeanState,global,scalar,g m-2,2557.77,1
pre,CarbonStocks,CarboninVegetation,ENSMEAN,pre_spfh_minus_10pct,Model Period Mean (intersection),MeanState,global,scalar,g m-2,2723.24,1
pre,CarbonStocks,CarboninVegetation,ENSMEAN,pre_spfh_minus_10pct,Benchmark Period Mean (intersection),MeanState,tropics,scalar,g m-2,4372.4,1
pre,CarbonStocks,CarboninVegetation,ENSMEAN,pre_spfh_minus_10pct,Model Period Mean (intersection),MeanState,tropics,scalar,g m-2,4658.51,1
pre,CarbonStocks,CarboninVegetation,ENSMEAN,pre_spfh_minus_10pct,Benchmark Period Mean (intersection),MeanState,subtropics,scalar,g m-2,1636.83,1
pre,CarbonStocks,CarboninVegetation,ENSMEAN,pre_spfh_minus_10pct,Model Period Mean (intersection),MeanState,subtropics,scalar,g m-2,1691,1
pre,CarbonStocks,CarboninVegetation,ENSMEAN,pre_spfh_minus_10pct,Benchmark Period Mean (intersection),MeanState,temperate,scalar,g m-2,1042.23,1
pre,CarbonStocks,CarboninVegetation,ENSMEAN,pre_spfh_minus_10pct,Model Period Mean (intersection),MeanState,temperate,scalar,g m-2,1058.7,1
pre,CarbonStocks,CarboninVegetation,ENSMEAN,pre_spfh_minus_10pct,Benchmark Period Mean (intersection),MeanState,boreal,scalar,g m-2,1192.83,1
pre,CarbonStocks,CarboninVegetation,ENSMEAN,pre_spfh_minus_10pct,Model Period Mean (intersection),MeanState,boreal,scalar,g m-2,1329.25,1
pre,CarbonStocks,CarboninVegetation,ENSMEAN,pre_spfh_minus_20pct,Benchmark Period Mean (intersection),MeanState,global,scalar,g m-2,2557.77,1
pre,CarbonStocks,CarboninVegetation,ENSMEAN,pre_spfh_minus_20pct,Model Period Mean (intersection),MeanState,global,scalar,g m-2,2700.98,1
pre,CarbonStocks,CarboninVegetation,ENSMEAN,pre_spfh_minus_20pct,Benchmark Period Mean (intersection),MeanState,tropics,scalar,g m-2,4372.4,1
pre,CarbonStocks,CarboninVegetation,ENSMEAN,pre_spfh_minus_20pct,Model Period Mean (intersection),MeanState,tropics,scalar,g m-2,4618.46,1
pre,CarbonStocks,CarboninVegetation,ENSMEAN,pre_spfh_minus_20pct,Benchmark Period Mean (intersection),MeanState,subtropics,scalar,g m-2,1636.83,1
pre,CarbonStocks,CarboninVegetation,ENSMEAN,pre_spfh_minus_20pct,Model Period Mean (intersection),MeanState,subtropics,scalar,g m-2,1660.61,1
pre,CarbonStocks,CarboninVegetation,ENSMEAN,pre_spfh_minus_20pct,Benchmark Period Mean (intersection),MeanState,temperate,scalar,g m-2,1042.23,1
pre,CarbonStocks,CarboninVegetation,ENSMEAN,pre_spfh_minus_20pct,Model Period Mean (intersection),MeanState,temperate,scalar,g m-2,1056.77,1
pre,CarbonStocks,CarboninVegetation,ENSMEAN,pre_spfh_minus_20pct,Benchmark Period Mean (intersection),MeanState,boreal,scalar,g m-2,1192.83,1
pre,CarbonStocks,CarboninVegetation,ENSMEAN,pre_spfh_minus_20pct,Model Period Mean (intersection),MeanState,boreal,scalar,g m-2,1322.42,1
pre,CarbonStocks,CarboninVegetation,ENSMEAN,pre_spfh_minus_0pct,Benchmark Period Mean (intersection),MeanState,global,scalar,g m-2,2557.77,1
pre,CarbonStocks,CarboninVegetation,ENSMEAN,pre_spfh_minus_0pct,Model Period Mean (intersection),MeanState,global,scalar,g m-2,2741.9,1
pre,CarbonStocks,CarboninVegetation,ENSMEAN,pre_spfh_minus_0pct,Benchmark Period Mean (intersection),MeanState,tropics,scalar,g m-2,4372.4,1
pre,CarbonStocks,CarboninVegetation,ENSMEAN,pre_spfh_minus_0pct,Model Period Mean (intersection),MeanState,tropics,scalar,g m-2,4691.04,1
pre,CarbonStocks,CarboninVegetation,ENSMEAN,pre_spfh_minus_0pct,Benchmark Period Mean (intersection),MeanState,subtropics,scalar,g m-2,1636.83,1
pre,CarbonStocks,CarboninVegetation,ENSMEAN,pre_spfh_minus_0pct,Model Period Mean (intersection),MeanState,subtropics,scalar,g m-2,1718.77,1
pre,CarbonStocks,CarboninVegetation,ENSMEAN,pre_spfh_minus_0pct,Benchmark Period Mean (intersection),MeanState,temperate,scalar,g m-2,1042.23,1
pre,CarbonStocks,CarboninVegetation,ENSMEAN,pre_spfh_minus_0pct,Model Period Mean (intersection),MeanState,temperate,scalar,g m-2,1060.48,1
pre,CarbonStocks,CarboninVegetation,ENSMEAN,pre_spfh_minus_0pct,Benchmark Period Mean (intersection),MeanState,boreal,scalar,g m-2,1192.83,1
pre,CarbonStocks,CarboninVegetation,ENSMEAN,pre_spfh_minus_0pct,Model Period Mean (intersection),MeanState,boreal,scalar,g m-2,1335.09,1
pre,CarbonStocks,CarboninVegetation,ENSMEAN,pre_spfh_minus_60pct,Benchmark Period Mean (intersection),MeanState,global,scalar,g m-2,2557.77,1
pre,CarbonStocks,CarboninVegetation,ENSMEAN,pre_spfh_minus_60pct,Model Period Mean (intersection),MeanState,global,scalar,g m-2,2552.08,1
pre,CarbonStocks,CarboninVegetation,ENSMEAN,pre_spfh_minus_60pct,Benchmark Period Mean (intersection),MeanState,tropics,scalar,g m-2,4372.4,1
pre,CarbonStocks,CarboninVegetation,ENSMEAN,pre_spfh_minus_60pct,Model Period Mean (intersection),MeanState,tropics,scalar,g m-2,4321.71,1
pre,CarbonStocks,CarboninVegetation,ENSMEAN,pre_spfh_minus_60pct,Benchmark Period Mean (intersection),MeanState,subtropics,scalar,g m-2,1636.83,1
pre,CarbonStocks,CarboninVegetation,ENSMEAN,pre_spfh_minus_60pct,Model Period Mean (intersection),MeanState,subtropics,scalar,g m-2,1500.3,1
pre,CarbonStocks,CarboninVegetation,ENSMEAN,pre_spfh_minus_60pct,Benchmark Period Mean (intersection),MeanState,temperate,scalar,g m-2,1042.23,1
pre,CarbonStocks,CarboninVegetation,ENSMEAN,pre_spfh_minus_60pct,Model Period Mean (intersection),MeanState,temperate,scalar,g m-2,1047.37,1
pre,CarbonStocks,CarboninVegetation,ENSMEAN,pre_spfh_minus_60pct,Benchmark Period Mean (intersection),MeanState,boreal,scalar,g m-2,1192.83,1
pre,CarbonStocks,CarboninVegetation,ENSMEAN,pre_spfh_minus_60pct,Model Period Mean (intersection),MeanState,boreal,scalar,g m-2,1283.46,1
pre,CarbonStocks,CarboninVegetation,ENSMEAN,pre_spfh_minus_40pct,Benchmark Period Mean (intersection),MeanState,global,scalar,g m-2,2557.77,1
pre,CarbonStocks,CarboninVegetation,ENSMEAN,pre_spfh_minus_40pct,Model Period Mean (intersection),MeanState,global,scalar,g m-2,2641.87,1
pre,CarbonStocks,CarboninVegetation,ENSMEAN,pre_spfh_minus_40pct,Benchmark Period Mean (intersection),MeanState,tropics,scalar,g m-2,4372.4,1
pre,CarbonStocks,CarboninVegetation,ENSMEAN,pre_spfh_minus_40pct,Model Period Mean (intersection),MeanState,tropics,scalar,g m-2,4506.2,1
pre,CarbonStocks,CarboninVegetation,ENSMEAN,pre_spfh_minus_40pct,Benchmark Period Mean (intersection),MeanState,subtropics,scalar,g m-2,1636.83,1
pre,CarbonStocks,CarboninVegetation,ENSMEAN,pre_spfh_minus_40pct,Model Period Mean (intersection),MeanState,subtropics,scalar,g m-2,1589.9,1
pre,CarbonStocks,CarboninVegetation,ENSMEAN,pre_spfh_minus_40pct,Benchmark Period Mean (intersection),MeanState,temperate,scalar,g m-2,1042.23,1
pre,CarbonStocks,CarboninVegetation,ENSMEAN,pre_spfh_minus_40pct,Model Period Mean (intersection),MeanState,temperate,scalar,g m-2,1052.39,1
pre,CarbonStocks,CarboninVegetation,ENSMEAN,pre_spfh_minus_40pct,Benchmark Period Mean (intersection),MeanState,boreal,scalar,g m-2,1192.83,1
pre,CarbonStocks,CarboninVegetation,ENSMEAN,pre_spfh_minus_40pct,Model Period Mean (intersection),MeanState,boreal,scalar,g m-2,1305.49,1
pre,CarbonStocks,CarboninVegetation,ENSMEAN,pre_spfh_minus_100pct,Benchmark Period Mean (intersection),MeanState,global,scalar,g m-2,2557.77,1
pre,CarbonStocks,CarboninVegetation,ENSMEAN,pre_spfh_minus_100pct,Model Period Mean (intersection),MeanState,global,scalar,g m-2,2182.44,1
pre,CarbonStocks,CarboninVegetation,ENSMEAN,pre_spfh_minus_100pct,Benchmark Period Mean (intersection),MeanState,tropics,scalar,g m-2,4372.4,1
pre,CarbonStocks,CarboninVegetation,ENSMEAN,pre_spfh_minus_100pct,Model Period Mean (intersection),MeanState,tropics,scalar,g m-2,3481.77,1
pre,CarbonStocks,CarboninVegetation,ENSMEAN,pre_spfh_minus_100pct,Benchmark Period Mean (intersection),MeanState,subtropics,scalar,g m-2,1636.83,1
pre,CarbonStocks,CarboninVegetation,ENSMEAN,pre_spfh_minus_100pct,Model Period Mean (intersection),MeanState,subtropics,scalar,g m-2,1233.81,1
pre,CarbonStocks,CarboninVegetation,ENSMEAN,pre_spfh_minus_100pct,Benchmark Period Mean (intersection),MeanState,temperate,scalar,g m-2,1042.23,1
pre,CarbonStocks,CarboninVegetation,ENSMEAN,pre_spfh_minus_100pct,Model Period Mean (intersection),MeanState,temperate,scalar,g m-2,1037.28,1
pre,CarbonStocks,CarboninVegetation,ENSMEAN,pre_spfh_minus_100pct,Benchmark Period Mean (intersection),MeanState,boreal,scalar,g m-2,1192.83,1
pre,CarbonStocks,CarboninVegetation,ENSMEAN,pre_spfh_minus_100pct,Model Period Mean (intersection),MeanState,boreal,scalar,g m-2,1223.77,1
pre,CarbonStocks,CarboninSoilPool,ENSMEAN,pre_spfh_minus_90pct,Benchmark Period Mean (intersection),MeanState,global,scalar,g m-2,5629.27,1
pre,CarbonStocks,CarboninSoilPool,ENSMEAN,pre_spfh_minus_90pct,Model Period Mean (intersection),MeanState,global,scalar,g m-2,5670.08,1
pre,CarbonStocks,CarboninSoilPool,ENSMEAN,pre_spfh_minus_90pct,Benchmark Period Mean (intersection),MeanState,tropics,scalar,g m-2,3553.78,1
pre,CarbonStocks,CarboninSoilPool,ENSMEAN,pre_spfh_minus_90pct,Model Period Mean (intersection),MeanState,tropics,scalar,g m-2,3359.32,1
pre,CarbonStocks,CarboninSoilPool,ENSMEAN,pre_spfh_minus_90pct,Benchmark Period Mean (intersection),MeanState,subtropics,scalar,g m-2,3007.03,1
pre,CarbonStocks,CarboninSoilPool,ENSMEAN,pre_spfh_minus_90pct,Model Period Mean (intersection),MeanState,subtropics,scalar,g m-2,2610.63,1
pre,CarbonStocks,CarboninSoilPool,ENSMEAN,pre_spfh_minus_90pct,Benchmark Period Mean (intersection),MeanState,temperate,scalar,g m-2,2020.97,1
pre,CarbonStocks,CarboninSoilPool,ENSMEAN,pre_spfh_minus_90pct,Model Period Mean (intersection),MeanState,temperate,scalar,g m-2,1980.09,1
pre,CarbonStocks,CarboninSoilPool,ENSMEAN,pre_spfh_minus_90pct,Benchmark Period Mean (intersection),MeanState,boreal,scalar,g m-2,15825.2,1
pre,CarbonStocks,CarboninSoilPool,ENSMEAN,pre_spfh_minus_90pct,Model Period Mean (intersection),MeanState,boreal,scalar,g m-2,16597.3,1
pre,CarbonStocks,CarboninSoilPool,ENSMEAN,pre_spfh_minus_80pct,Benchmark Period Mean (intersection),MeanState,global,scalar,g m-2,5629.27,1
pre,CarbonStocks,CarboninSoilPool,ENSMEAN,pre_spfh_minus_80pct,Model Period Mean (intersection),MeanState,global,scalar,g m-2,5700.57,1
pre,CarbonStocks,CarboninSoilPool,ENSMEAN,pre_spfh_minus_80pct,Benchmark Period Mean (intersection),MeanState,tropics,scalar,g m-2,3553.78,1
pre,CarbonStocks,CarboninSoilPool,ENSMEAN,pre_spfh_minus_80pct,Model Period Mean (intersection),MeanState,tropics,scalar,g m-2,3414.73,1
pre,CarbonStocks,CarboninSoilPool,ENSMEAN,pre_spfh_minus_80pct,Benchmark Period Mean (intersection),MeanState,subtropics,scalar,g m-2,3007.03,1
pre,CarbonStocks,CarboninSoilPool,ENSMEAN,pre_spfh_minus_80pct,Model Period Mean (intersection),MeanState,subtropics,scalar,g m-2,2636.34,1
pre,CarbonStocks,CarboninSoilPool,ENSMEAN,pre_spfh_minus_80pct,Benchmark Period Mean (intersection),MeanState,temperate,scalar,g m-2,2020.97,1
pre,CarbonStocks,CarboninSoilPool,ENSMEAN,pre_spfh_minus_80pct,Model Period Mean (intersection),MeanState,temperate,scalar,g m-2,1979.86,1
pre,CarbonStocks,CarboninSoilPool,ENSMEAN,pre_spfh_minus_80pct,Benchmark Period Mean (intersection),MeanState,boreal,scalar,g m-2,15825.2,1
pre,CarbonStocks,CarboninSoilPool,ENSMEAN,pre_spfh_minus_80pct,Model Period Mean (intersection),MeanState,boreal,scalar,g m-2,16577.1,1
pre,CarbonStocks,CarboninSoilPool,ENSMEAN,pre_spfh_minus_70pct,Benchmark Period Mean (intersection),MeanState,global,scalar,g m-2,5629.27,1
pre,CarbonStocks,CarboninSoilPool,ENSMEAN,pre_spfh_minus_70pct,Model Period Mean (intersection),MeanState,global,scalar,g m-2,5726.72,1
