Experiment,Section,Variable,Source,Model,ScalarName,AnalysisType,Region,ScalarType,Units,Data,Weight
pre,CarbonCycle,FireEmissions,ENSMEAN,pre_spfh_minus_80pct,Model Period Mean (intersection),MeanState,temperate,scalar,g m-2 d-1,20.2859,1
pre,CarbonCycle,FireEmissions,ENSMEAN,pre_spfh_minus_80pct,Benchmark Period Mean (intersection),MeanState,boreal,scalar,g m-2 d-1,4.64843,1
pre,CarbonCycle,FireEmissions,ENSMEAN,pre_spfh_minus_80pct,Model Period Mean (intersection),MeanState,boreal,scalar,g m-2 d-1,7.45835,1
pre,CarbonCycle,FireEmissions,ENSMEAN,pre_spfh_minus_70pct,Benchmark Period Mean (intersection),MeanState,global,scalar,g m-2 d-1,3.61511,1
pre,CarbonCycle,FireEmissions,ENSMEAN,pre_spfh_minus_70pct,Model Period Mean (intersection),MeanState,global,scalar,g m-2 d-1,8.12558,1
pre,CarbonCycle,FireEmissions,ENSMEAN,pre_spfh_minus_70pct,Benchmark Period Mean (intersection),MeanState,tropics,scalar,g m-2 d-1,3.65766,1
pre,CarbonCycle,FireEmissions,ENSMEAN,pre_spfh_minus_70pct,Model Period Mean (intersection),MeanState,tropics,scalar,g m-2 d-1,11.1443,1
pre,CarbonCycle,FireEmissions,ENSMEAN,pre_spfh_minus_70pct,Benchmark Period Mean (intersection),MeanState,subtropics,scalar,g m-2 d-1,3.90901,1
pre,CarbonCycle,FireEmissions,ENSMEAN,pre_spfh_minus_70pct,Model Period Mean (intersection),MeanState,subtropics,scalar,g m-2 d-1,10.5929,1
pre,CarbonCycle,FireEmissions,ENSMEAN,pre_spfh_minus_70pct,Benchmark Period Mean (intersection),MeanState,temperate,scalar,g m-2 d-1,5.65216,1
pre,CarbonCycle,FireEmissions,ENSMEAN,pre_spfh_minus_70pct,Model Period Mean (intersection),MeanState,temperate,scalar,g m-2 d-1,18.2327,1
pre,CarbonCycle,FireEmissions,ENSMEAN,pre_spfh_minus_70pct,Benchmark Period Mean (intersection),MeanState,boreal,scalar,g m-2 d-1,4.64843,1
pre,CarbonCycle,FireEmissions,ENSMEAN,pre_spfh_minus_70pct,Model Period Mean (intersection),MeanState,boreal,scalar,g m-2 d-1,6.98552,1
pre,CarbonCycle,FireEmissions,ENSMEAN,pre_spfh_minus_50pct,Benchmark Period Mean (intersection),MeanState,global,scalar,g m-2 d-1,3.61511,1
pre,CarbonCycle,FireEmissions,ENSMEAN,pre_spfh_minus_50pct,Model Period Mean (intersection),MeanState,global,scalar,g m-2 d-1,6.23522,1
pre,CarbonCycle,FireEmissions,ENSMEAN,pre_spfh_minus_50pct,Benchmark Period Mean (intersection),MeanState,tropics,scalar,g m-2 d-1,3.65766,1
pre,CarbonCycle,FireEmissions,ENSMEAN,pre_spfh_minus_50pct,Model Period Mean (intersection),MeanState,tropics,scalar,g m-2 d-1,7.32883,1
pre,CarbonCycle,FireEmissions,ENSMEAN,pre_spfh_minus_50pct,Benchmark Period Mean (intersection),MeanState,subtropics,scalar,g m-2 d-1,3.90901,1
pre,CarbonCycle,FireEmissions,ENSMEAN,pre_spfh_minus_50pct,Model Period Mean (intersection),MeanState,subtropics,scalar,g m-2 d-1,7.89991,1
pre,CarbonCycle,FireEmissions,ENSMEAN,pre_spfh_minus_50pct,Benchmark Period Mean (intersection),MeanState,temperate,scalar,g m-2 d-1,5.65216,1
pre,CarbonCycle,FireEmissions,ENSMEAN,pre_spfh_minus_50pct,Model Period Mean (intersection),MeanState,temperate,scalar,g m-2 d-1,14.8913,1
pre,CarbonCycle,FireEmissions,ENSMEAN,pre_spfh_minus_50pct,Benchmark Period Mean (intersection),MeanState,boreal,scalar,g m-2 d-1,4.64843,1
pre,CarbonCycle,FireEmissions,ENSMEAN,pre_spfh_minus_50pct,Model Period Mean (intersection),MeanState,boreal,scalar,g m-2 d-1,6.18512,1
pre,CarbonCycle,FireEmissions,ENSMEAN,pre_spfh_minus_30pct,Benchmark Period Mean (intersection),MeanState,global,scalar,g m-2 d-1,3.61511,1
pre,CarbonCycle,FireEmissions,ENSMEAN,pre_spfh_minus_30pct,Model Period Mean (intersection),MeanState,global,scalar,g m-2 d-1,5.04333,1
pre,CarbonCycle,FireEmissions,ENSMEAN,pre_spfh_minus_30pct,Benchmark Period Mean (intersection),MeanState,tropics,scalar,g m-2 d-1,3.65766,1
pre,CarbonCycle,FireEmissions,ENSMEAN,pre_spfh_minus_30pct,Model Period Mean (intersection),MeanState,tropics,scalar,g m-2 d-1,5.45631,1
pre,CarbonCycle,FireEmissions,ENSMEAN,pre_spfh_minus_30pct,Benchmark Period Mean (intersection),MeanState,subtropics,scalar,g m-2 d-1,3.90901,1
pre,CarbonCycle,FireEmissions,ENSMEAN,pre_spfh_minus_30pct,Model Period Mean (intersection),MeanState,subtropics,scalar,g m-2 d-1,6.04454,1
pre,CarbonCycle,FireEmissions,ENSMEAN,pre_spfh_minus_30pct,Benchmark Period Mean (intersection),MeanState,temperate,scalar,g m-2 d-1,5.65216,1
pre,CarbonCycle,FireEmissions,ENSMEAN,pre_spfh_minus_30pct,Model Period Mean (intersection),MeanState,temperate,scalar,g m-2 d-1,12.2984,1
pre,CarbonCycle,FireEmissions,ENSMEAN,pre_spfh_minus_30pct,Benchmark Period Mean (intersection),MeanState,boreal,scalar,g m-2 d-1,4.64843,1
pre,CarbonCycle,FireEmissions,ENSMEAN,pre_spfh_minus_30pct,Model Period Mean (intersection),MeanState,boreal,scalar,g m-2 d-1,5.54849,1
pre,CarbonCycle,FireEmissions,ENSMEAN,pre_spfh_minus_10pct,Benchmark Period Mean (intersection),MeanState,global,scalar,g m-2 d-1,3.61511,1
pre,CarbonCycle,FireEmissions,ENSMEAN,pre_spfh_minus_10pct,Model Period Mean (intersection),MeanState,global,scalar,g m-2 d-1,4.24467,1
pre,CarbonCycle,FireEmissions,ENSMEAN,pre_spfh_minus_10pct,Benchmark Period Mean (intersection),MeanState,tropics,scalar,g m-2 d-1,3.65766,1
pre,CarbonCycle,FireEmissions,ENSMEAN,pre_spfh_minus_10pct,Model Period Mean (intersection),MeanState,tropics,scalar,g m-2 d-1,4.41351,1
pre,CarbonCycle,FireEmissions,ENSMEAN,pre_spfh_minus_10pct,Benchmark Period Mean (intersection),MeanState,subtropics,scalar,g m-2 d-1,3.90901,1
pre,CarbonCycle,FireEmissions,ENSMEAN,pre_spfh_minus_10pct,Model Period Mean (intersection),MeanState,subtropics,scalar,g m-2 d-1,4.91224,1
pre,CarbonCycle,FireEmissions,ENSMEAN,pre_spfh_minus_10pct,Benchmark Period Mean (intersection),MeanState,temperate,scalar,g m-2 d-1,5.65216,1
pre,CarbonCycle,FireEmissions,ENSMEAN,pre_spfh_minus_10pct,Model Period Mean (intersection),MeanState,temperate,scalar,g m-2 d-1,10.2083,1
pre,CarbonCycle,FireEmissions,ENSMEAN,pre_spfh_minus_10pct,Benchmark Period Mean (intersection),MeanState,boreal,scalar,g m-2 d-1,4.64843,1
pre,CarbonCycle,FireEmissions,ENSMEAN,pre_spfh_minus_10pct,Model Period Mean (intersection),MeanState,boreal,scalar,g m-2 d-1,5.03211,1
pre,CarbonCycle,FireEmissions,ENSMEAN,pre_spfh_minus_20pct,Benchmark Period Mean (intersection),MeanState,global,scalar,g m-2 d-1,3.61511,1
pre,CarbonCycle,FireEmissions,ENSMEAN,pre_spfh_minus_20pct,Model Period Mean (intersection),MeanState,global,scalar,g m-2 d-1,4.60908,1
pre,CarbonCycle,FireEmissions,ENSMEAN,pre_spfh_minus_20pct,Benchmark Period Mean (intersection),MeanState,tropics,scalar,g m-2 d-1,3.65766,1
pre,CarbonCycle,FireEmissions,ENSMEAN,pre_spfh_minus_20pct,Model Period Mean (intersection),MeanState,tropics,scalar,g m-2 d-1,4.87176,1
pre,CarbonCycle,FireEmissions,ENSMEAN,pre_spfh_minus_20pct,Benchmark Period Mean (intersection),MeanState,subtropics,scalar,g m-2 d-1,3.90901,1
pre,CarbonCycle,FireEmissions,ENSMEAN,pre_spfh_minus_20pct,Model Period Mean (intersection),MeanState,subtropics,scalar,g m-2 d-1,5.41162,1
pre,CarbonCycle,FireEmissions,ENSMEAN,pre_spfh_minus_20pct,Benchmark Period Mean (intersection),MeanState,temperate,scalar,g m-2 d-1,5.65216,1
pre,CarbonCycle,FireEmissions,ENSMEAN,pre_spfh_minus_20pct,Model Period Mean (intersection),MeanState,temperate,scalar,g m-2 d-1,11.1928,1
pre,CarbonCycle,FireEmissions,ENSMEAN,pre_spfh_minus_20pct,Benchmark Period Mean (intersection),MeanState,boreal,scalar,g m-2 d-1,4.64843,1
pre,CarbonCycle,FireEmissions,ENSMEAN,pre_spfh_minus_20pct,Model Period Mean (intersection),MeanState,boreal,scalar,g m-2 d-1,5.27762,1
pre,CarbonCycle,FireEmissions,ENSMEAN,pre_spfh_minus_0pct,Benchmark Period Mean (intersection),MeanState,global,scalar,g m-2 d-1,3.61511,1
pre,CarbonCycle,FireEmissions,ENSMEAN,pre_spfh_minus_0pct,Model Period Mean (intersection),MeanState,global,scalar,g m-2 d-1,3.9346,1
pre,CarbonCycle,FireEmissions,ENSMEAN,pre_spfh_minus_0pct,Benchmark Period Mean (intersection),MeanState,tropics,scalar,g m-2 d-1,3.65766,1
pre,CarbonCycle,FireEmissions,ENSMEAN,pre_spfh_minus_0pct,Model Period Mean (intersection),MeanState,tropics,scalar,g m-2 d-1,4.04658,1
pre,CarbonCycle,FireEmissions,ENSMEAN,pre_spfh_minus_0pct,Benchmark Period Mean (intersection),MeanState,subtropics,scalar,g m-2 d-1,3.90901,1
pre,CarbonCycle,FireEmissions,ENSMEAN,pre_spfh_minus_0pct,Model Period Mean (intersection),MeanState,subtropics,scalar,g m-2 d-1,4.50978,1
pre,CarbonCycle,FireEmissions,ENSMEAN,pre_spfh_minus_0pct,Benchmark Period Mean (intersection),MeanState,temperate,scalar,g m-2 d-1,5.65216,1
pre,CarbonCycle,FireEmissions,ENSMEAN,pre_spfh_minus_0pct,Model Period Mean (intersection),MeanState,temperate,scalar,g m-2 d-1,9.32779,1
pre,CarbonCycle,FireEmissions,ENSMEAN,pre_spfh_minus_0pct,Benchmark Period Mean (intersection),MeanState,boreal,scalar,g m-2 d-1,4.64843,1
pre,CarbonCycle,FireEmissions,ENSMEAN,pre_spfh_minus_0pct,Model Period Mean (intersection),MeanState,boreal,scalar,g m-2 d-1,4.80836,1
pre,CarbonCycle,FireEmissions,ENSMEAN,pre_spfh_minus_60pct,Benchmark Period Mean (intersection),MeanState,global,scalar,g m-2 d-1,3.61511,1
pre,CarbonCycle,FireEmissions,ENSMEAN,pre_spfh_minus_60pct,Model Period Mean (intersection),MeanState,global,scalar,g m-2 d-1,7.07621,1
pre,CarbonCycle,FireEmissions,ENSMEAN,pre_spfh_minus_60pct,Benchmark Period Mean (intersection),MeanState,tropics,scalar,g m-2 d-1,3.65766,1
pre,CarbonCycle,FireEmissions,ENSMEAN,pre_spfh_minus_60pct,Model Period Mean (intersection),MeanState,tropics,scalar,g m-2 d-1,8.93605,1
pre,CarbonCycle,FireEmissions,ENSMEAN,pre_spfh_minus_60pct,Benchmark Period Mean (intersection),MeanState,subtropics,scalar,g m-2 d-1,3.90901,1
pre,CarbonCycle,FireEmissions,ENSMEAN,pre_spfh_minus_60pct,Model Period Mean (intersection),MeanState,subtropics,scalar,g m-2 d-1,9.13876,1
pre,CarbonCycle,FireEmissions,ENSMEAN,pre_spfh_minus_60pct,Benchmark Period Mean (intersection),MeanState,temperate,scalar,g m-2 d-1,5.65216,1
pre,CarbonCycle,FireEmissions,ENSMEAN,pre_spfh_minus_60pct,Model Period Mean (intersection),MeanState,temperate,scalar,g m-2 d-1,16.4505,1
pre,CarbonCycle,FireEmissions,ENSMEAN,pre_spfh_minus_60pct,Benchmark Period Mean (intersection),MeanState,boreal,scalar,g m-2 d-1,4.64843,1
pre,CarbonCycle,FireEmissions,ENSMEAN,pre_spfh_minus_60pct,Model Period Mean (intersection),MeanState,boreal,scalar,g m-2 d-1,6.56198,1
pre,CarbonCycle,FireEmissions,ENSMEAN,pre_spfh_minus_40pct,Benchmark Period Mean (intersection),MeanState,global,scalar,g m-2 d-1,3.61511,1
pre,CarbonCycle,FireEmissions,ENSMEAN,pre_spfh_minus_40pct,Model Period Mean (intersection),MeanState,global,scalar,g m-2 d-1,5.57334,1
pre,CarbonCycle,FireEmissions,ENSMEAN,pre_spfh_minus_40pct,Benchmark Period Mean (intersection),MeanState,tropics,scalar,g m-2 d-1,3.65766,1
pre,CarbonCycle,FireEmissions,ENSMEAN,pre_spfh_minus_40pct,Model Period Mean (intersection),MeanState,tropics,scalar,g m-2 d-1,6.23776,1
pre,CarbonCycle,FireEmissions,ENSMEAN,pre_spfh_minus_40pct,Benchmark Period Mean (intersection),MeanState,subtropics,scalar,g m-2 d-1,3.90901,1
pre,CarbonCycle,FireEmissions,ENSMEAN,pre_spfh_minus_40pct,Model Period Mean (intersection),MeanState,subtropics,scalar,g m-2 d-1,6.85777,1
pre,CarbonCycle,FireEmissions,ENSMEAN,pre_spfh_minus_40pct,Benchmark Period Mean (intersection),MeanState,temperate,scalar,g m-2 d-1,5.65216,1
pre,CarbonCycle,FireEmissions,ENSMEAN,pre_spfh_minus_40pct,Model Period Mean (intersection),MeanState,temperate,scalar,g m-2 d-1,13.5257,1
pre,CarbonCycle,FireEmissions,ENSMEAN,pre_spfh_minus_40pct,Benchmark Period Mean (intersection),MeanState,boreal,scalar,g m-2 d-1,4.64843,1
pre,CarbonCycle,FireEmissions,ENSMEAN,pre_spfh_minus_40pct,Model Period Mean (intersection),MeanState,boreal,scalar,g m-2 d-1,5.84925,1
pre,CarbonCycle,FireEmissions,ENSMEAN,pre_spfh_minus_100pct,Benchmark Period Mean (intersection),MeanState,global,scalar,g m-2 d-1,3.61511,1
pre,CarbonCycle,FireEmissions,ENSMEAN,pre_spfh_minus_100pct,Model Period Mean (intersection),MeanState,global,scalar,g m-2 d-1,11.0885,1
pre,CarbonCycle,FireEmissions,ENSMEAN,pre_spfh_minus_100pct,Benchmark Period Mean (intersection),MeanState,tropics,scalar,g m-2 d-1,3.65766,1
pre,CarbonCycle,FireEmissions,ENSMEAN,pre_spfh_minus_100pct,Model Period Mean (intersection),MeanState,tropics,scalar,g m-2 d-1,16.5245,1
pre,CarbonCycle,FireEmissions,ENSMEAN,pre_spfh_minus_100pct,Benchmark Period Mean (intersection),MeanState,subtropics,scalar,g m-2 d-1,3.90901,1
pre,CarbonCycle,FireEmissions,ENSMEAN,pre_spfh_minus_100pct,Model Period Mean (intersection),MeanState,subtropics,scalar,g m-2 d-1,14.5032,1
pre,CarbonCycle,FireEmissions,ENSMEAN,pre_spfh_minus_100pct,Benchmark Period Mean (intersection),MeanState,temperate,scalar,g m-2 d-1,5.65216,1
pre,CarbonCycle,FireEmissions,ENSMEAN,pre_spfh_minus_100pct,Model Period Mean (intersection),MeanState,temperate,scalar,g m-2 d-1,25.219,1
pre,CarbonCycle,FireEmissions,ENSMEAN,pre_spfh_minus_100pct,Benchmark Period Mean (intersection),MeanState,boreal,scalar,g m-2 d-1,4.64843,1
pre,CarbonCycle,FireEmissions,ENSMEAN,pre_spfh_minus_100pct,Model Period Mean (intersection),MeanState,boreal,scalar,g m-2 d-1,8.51604,1
pre,CarbonCycle,HeterotrophicRespiration,ENSMEAN,pre_spfh_minus_90pct,Benchmark Period Mean (intersection),MeanState,global,scalar,g m-2 d-1,0.924223,1
pre,CarbonCycle,HeterotrophicRespiration,ENSMEAN,pre_spfh_minus_90pct,Model Period Mean (intersection),MeanState,global,scalar,g m-2 d-1,0.739184,1
pre,CarbonCycle,HeterotrophicRespiration,ENSMEAN,pre_spfh_minus_90pct,Benchmark Period Mean (intersection),MeanState,tropics,scalar,g m-2 d-1,1.82576,1
pre,CarbonCycle,HeterotrophicRespiration,ENSMEAN,pre_spfh_minus_90pct,Model Period Mean (intersection),MeanState,tropics,scalar,g m-2 d-1,1.33119,1
pre,CarbonCycle,HeterotrophicRespiration,ENSMEAN,pre_spfh_minus_90pct,Benchmark Period Mean (intersection),MeanState,subtropics,scalar,g m-2 d-1,0.812214,1
pre,CarbonCycle,HeterotrophicRespiration,ENSMEAN,pre_spfh_minus_90pct,Model Period Mean (intersection),MeanState,subtropics,scalar,g m-2 d-1,0.549507,1
pre,CarbonCycle,HeterotrophicRespiration,ENSMEAN,pre_spfh_minus_90pct,Benchmark Period Mean (intersection),MeanState,temperate,scalar,g m-2 d-1,0.656942,1
pre,CarbonCycle,HeterotrophicRespiration,ENSMEAN,pre_spfh_minus_90pct,Model Period Mean (intersection),MeanState,temperate,scalar,g m-2 d-1,0.512904,1
pre,CarbonCycle,HeterotrophicRespiration,ENSMEAN,pre_spfh_minus_90pct,Benchmark Period Mean (intersection),MeanState,boreal,scalar,g m-2 d-1,0.675918,1
pre,CarbonCycle,HeterotrophicRespiration,ENSMEAN,pre_spfh_minus_90pct,Model Period Mean (intersection),MeanState,boreal,scalar,g m-2 d-1,0.663979,1
pre,CarbonCycle,HeterotrophicRespiration,ENSMEAN,pre_spfh_minus_80pct,Benchmark Period Mean (intersection),MeanState,global,scalar,g m-2 d-1,0.924223,1
pre,CarbonCycle,HeterotrophicRespiration,ENSMEAN,pre_spfh_minus_80pct,Model Period Mean (intersection),MeanState,global,scalar,g m-2 d-1,0.794745,1
pre,CarbonCycle,HeterotrophicRespiration,ENSMEAN,pre_spfh_minus_80pct,Benchmark Period Mean (intersection),MeanState,tropics,scalar,g m-2 d-1,1.82576,1
pre,CarbonCycle,HeterotrophicRespiration,ENSMEAN,pre_spfh_minus_80pct,Model Period Mean (intersection),MeanState,tropics,scalar,g m-2 d-1,1.49162,1
pre,CarbonCycle,HeterotrophicRespiration,ENSMEAN,pre_spfh_minus_80pct,Benchmark Period Mean (intersection),MeanState,subtropics,scalar,g m-2 d-1,0.812214,1
pre,CarbonCycle,HeterotrophicRespiration,ENSMEAN,pre_spfh_minus_80pct,Model Period Mean (intersection),MeanState,subtropics,scalar,g m-2 d-1,0.599246,1
pre,CarbonCycle,HeterotrophicRespiration,ENSMEAN,pre_spfh_minus_80pct,Benchmark Period Mean (intersection),MeanState,temperate,scalar,g m-2 d-1,0.656942,1
pre,CarbonCycle,HeterotrophicRespiration,ENSMEAN,pre_spfh_minus_80pct,Model Period Mean (intersection),MeanState,temperate,scalar,g m-2 d-1,0.530712,1
pre,CarbonCycle,HeterotrophicRespiration,ENSMEAN,pre_spfh_minus_80pct,Benchmark Period Mean (intersection),MeanState,boreal,scalar,g m-2 d-1,0.675918,1
pre,CarbonCycle,HeterotrophicRespiration,ENSMEAN,pre_spfh_minus_80pct,Model Period Mean (intersection),MeanState,boreal,scalar,g m-2 d-1,0.67559,1
pre,CarbonCycle,HeterotrophicRespiration,ENSMEAN,pre_spfh_minus_70pct,Benchmark Period Mean (intersection),MeanState,global,scalar,g m-2 d-1,0.924223,1
pre,CarbonCycle,HeterotrophicRespiration,ENSMEAN,pre_spfh_minus_70pct,Model Period Mean (intersection),MeanState,global,scalar,g m-2 d-1,0.839663,1
pre,CarbonCycle,HeterotrophicRespiration,ENSMEAN,pre_spfh_minus_70pct,Benchmark Period Mean (intersection),MeanState,tropics,scalar,g m-2 d-1,1.82576,1
pre,CarbonCycle,HeterotrophicRespiration,ENSMEAN,pre_spfh_minus_70pct,Model Period Mean (intersection),MeanState,tropics,scalar,g m-2 d-1,1.61908,1
pre,CarbonCycle,HeterotrophicRespiration,ENSMEAN,pre_spfh_minus_70pct,Benchmark Period Mean (intersection),MeanState,subtropics,scalar,g m-2 d-1,0.812214,1
pre,CarbonCycle,HeterotrophicRespiration,ENSMEAN,pre_spfh_minus_70pct,Model Period Mean (intersection),MeanState,subtropics,scalar,g m-2 d-1,0.640876,1
pre,CarbonCycle,HeterotrophicRespiration,ENSMEAN,pre_spfh_minus_70pct,Benchmark Period Mean (intersection),MeanState,temperate,scalar,g m-2 d-1,0.656942,1
pre,CarbonCycle,HeterotrophicRespiration,ENSMEAN,pre_spfh_minus_70pct,Model Period Mean (intersection),MeanState,temperate,scalar,g m-2 d-1,0.547533,1
pre,CarbonCycle,HeterotrophicRespiration,ENSMEAN,pre_spfh_minus_70pct,Benchmark Period Mean (intersection),MeanState,boreal,scalar,g m-2 d-1,0.675918,1
pre,CarbonCycle,HeterotrophicRespiration,ENSMEAN,pre_spfh_minus_70pct,Model Period Mean (intersection),MeanState,boreal,scalar,g m-2 d-1,0.686391,1
pre,CarbonCycle,HeterotrophicRespiration,ENSMEAN,pre_spfh_minus_50pct,Benchmark Period Mean (intersection),MeanState,global,scalar,g m-2 d-1,0.924223,1
pre,CarbonCycle,HeterotrophicRespiration,ENSMEAN,pre_spfh_minus_50pct,Model Period Mean (intersection),MeanState,global,scalar,g m-2 d-1,0.901185,1
pre,CarbonCycle,HeterotrophicRespiration,ENSMEAN,pre_spfh_minus_50pct,Benchmark Period Mean (intersection),MeanState,tropics,scalar,g m-2 d-1,1.82576,1
pre,CarbonCycle,HeterotrophicRespiration,ENSMEAN,pre_spfh_minus_50pct,Model Period Mean (intersection),MeanState,tropics,scalar,g m-2 d-1,1.77852,1
pre,CarbonCycle,HeterotrophicRespiration,ENSMEAN,pre_spfh_minus_50pct,Benchmark Period Mean (intersection),MeanState,subtropics,scalar,g m-2 d-1,0.812214,1
pre,CarbonCycle,HeterotrophicRespiration,ENSMEAN,pre_spfh_minus_50pct,Model Period Mean (intersection),MeanState,subtropics,scalar,g m-2 d-1,0.70513,1
pre,CarbonCycle,HeterotrophicRespiration,ENSMEAN,pre_spfh_minus_50pct,Benchmark Period Mean (intersection),MeanState,temperate,scalar,g m-2 d-1,0.656942,1
pre,CarbonCycle,HeterotrophicRespiration,ENSMEAN,pre_spfh_minus_50pct,Model Period Mean (intersection),MeanState,temperate,scalar,g m-2 d-1,0.577856,1
pre,CarbonCycle,HeterotrophicRespiration,ENSMEAN,pre_spfh_minus_50pct,Benchmark Period Mean (intersection),MeanState,boreal,scalar,g m-2 d-1,0.675918,1
pre,CarbonCycle,HeterotrophicRespiration,ENSMEAN,pre_spfh_minus_50pct,Model Period Mean (intersection),MeanState,boreal,scalar,g m-2 d-1,0.705169,1
pre,CarbonCycle,HeterotrophicRespiration,ENSMEAN,pre_spfh_minus_30pct,Benchmark Period Mean (intersection),MeanState,global,scalar,g m-2 d-1,0.924223,1
pre,CarbonCycle,HeterotrophicRespiration,ENSMEAN,pre_spfh_minus_30pct,Model Period Mean (intersection),MeanState,global,scalar,g m-2 d-1,0.941705,1
pre,CarbonCycle,HeterotrophicRespiration,ENSMEAN,pre_spfh_minus_30pct,Benchmark Period Mean (intersection),MeanState,tropics,scalar,g m-2 d-1,1.82576,1
pre,CarbonCycle,HeterotrophicRespiration,ENSMEAN,pre_spfh_minus_30pct,Model Period Mean (intersection),MeanState,tropics,scalar,g m-2 d-1,1.87167,1
pre,CarbonCycle,HeterotrophicRespiration,ENSMEAN,pre_spfh_minus_30pct,Benchmark Period Mean (intersection),MeanState,subtropics,scalar,g m-2 d-1,0.812214,1
pre,CarbonCycle,HeterotrophicRespiration,ENSMEAN,pre_spfh_minus_30pct,Model Period Mean (intersection),MeanState,subtropics,scalar,g m-2 d-1,0.753157,1
pre,CarbonCycle,HeterotrophicRespiration,ENSMEAN,pre_spfh_minus_30pct,Benchmark Period Mean (intersection),MeanState,temperate,scalar,g m-2 d-1,0.656942,1
pre,CarbonCycle,HeterotrophicRespiration,ENSMEAN,pre_spfh_minus_30pct,Model Period Mean (intersection),MeanState,temperate,scalar,g m-2 d-1,0.604225,1
pre,CarbonCycle,HeterotrophicRespiration,ENSMEAN,pre_spfh_minus_30pct,Benchmark Period Mean (intersection),MeanState,boreal,scalar,g m-2 d-1,0.675918,1
pre,CarbonCycle,HeterotrophicRespiration,ENSMEAN,pre_spfh_minus_30pct,Model Period Mean (intersection),MeanState,boreal,scalar,g m-2 d-1,0.720347,1
pre,CarbonCycle,HeterotrophicRespiration,ENSMEAN,pre_spfh_minus_10pct,Benchmark Period Mean (intersection),MeanState,global,scalar,g m-2 d-1,0.924223,1
pre,CarbonCycle,HeterotrophicRespiration,ENSMEAN,pre_spfh_minus_10pct,Model Period Mean (intersection),MeanState,global,scalar,g m-2 d-1,0.971262,1
pre,CarbonCycle,HeterotrophicRespiration,ENSMEAN,pre_spfh_minus_10pct,Benchmark Period Mean (intersection),MeanState,tropics,scalar,g m-2 d-1,1.82576,1
pre,CarbonCycle,HeterotrophicRespiration,ENSMEAN,pre_spfh_minus_10pct,Model Period Mean (intersection),MeanState,tropics,scalar,g m-2 d-1,1.93441,1
pre,CarbonCycle,HeterotrophicRespiration,ENSMEAN,pre_spfh_minus_10pct,Benchmark Period Mean (intersection),MeanState,subtropics,scalar,g m-2 d-1,0.812214,1
pre,CarbonCycle,HeterotrophicRespiration,ENSMEAN,pre_spfh_minus_10pct,Model Period Mean (intersection),MeanState,subtropics,scalar,g m-2 d-1,0.791195,1
pre,CarbonCycle,HeterotrophicRespiration,ENSMEAN,pre_spfh_minus_10pct,Benchmark Period Mean (intersection),MeanState,temperate,scalar,g m-2 d-1,0.656942,1
pre,CarbonCycle,HeterotrophicRespiration,ENSMEAN,pre_spfh_minus_10pct,Model Period Mean (intersection),MeanState,temperate,scalar,g m-2 d-1,0.62727,1
pre,CarbonCycle,HeterotrophicRespiration,ENSMEAN,pre_spfh_minus_10pct,Benchmark Period Mean (intersection),MeanState,boreal,scalar,g m-2 d-1,0.675918,1
pre,CarbonCycle,HeterotrophicRespiration,ENSMEAN,pre_spfh_minus_10pct,Model Period Mean (intersection),MeanState,boreal,scalar,g m-2 d-1,0.732495,1
pre,CarbonCycle,HeterotrophicRespiration,ENSMEAN,pre_spfh_minus_20pct,Benchmark Period Mean (intersection),MeanState,global,scalar,g m-2 d-1,0.924223,1
pre,CarbonCycle,HeterotrophicRespiration,ENSMEAN,pre_spfh_minus_20pct,Model Period Mean (intersection),MeanState,global,scalar,g m-2 d-1,0.957538,1
pre,CarbonCycle,HeterotrophicRespiration,ENSMEAN,pre_spfh_minus_20pct,Benchmark Period Mean (intersection),MeanState,tropics,scalar,g m-2 d-1,1.82576,1
pre,CarbonCycle,HeterotrophicRespiration,ENSMEAN,pre_spfh_minus_20pct,Model Period Mean (intersection),MeanState,tropics,scalar,g m-2 d-1,1.90579,1
pre,CarbonCycle,HeterotrophicRespiration,ENSMEAN,pre_spfh_minus_20pct,Benchmark Period Mean (intersection),MeanState,subtropics,scalar,g m-2 d-1,0.812214,1
pre,CarbonCycle,HeterotrophicRespiration,ENSMEAN,pre_spfh_minus_20pct,Model Period Mean (intersection),MeanState,subtropics,scalar,g m-2 d-1,0.773208,1
pre,CarbonCycle,HeterotrophicRespiration,ENSMEAN,pre_spfh_minus_20pct,Benchmark Period Mean (intersection),MeanState,temperate,scalar,g m-2 d-1,0.656942,1
pre,CarbonCycle,HeterotrophicRespiration,ENSMEAN,pre_spfh_minus_20pct,Model Period Mean (intersection),MeanState,temperate,scalar,g m-2 d-1,0.616101,1
pre,CarbonCycle,HeterotrophicRespiration,ENSMEAN,pre_spfh_minus_20pct,Benchmark Period Mean (intersection),MeanState,boreal,scalar,g m-2 d-1,0.675918,1
pre,CarbonCycle,HeterotrophicRespiration,ENSMEAN,pre_spfh_minus_20pct,Model Period Mean (intersection),MeanState,boreal,scalar,g m-2 d-1,0.726763,1
pre,CarbonCycle,HeterotrophicRespiration,ENSMEAN,pre_spfh_minus_0pct,Benchmark Period Mean (intersection),MeanState,global,scalar,g m-2 d-1,0.924223,1
pre,CarbonCycle,HeterotrophicRespiration,ENSMEAN,pre_spfh_minus_0pct,Model Period Mean (intersection),MeanState,global,scalar,g m-2 d-1,0.983285,1
