balance,count,mean,std,mean_abs,mse,weighted_mean_from_json
water_balance,4057900,0.03487518653018874,1.3762043605981051,1.021373921371386,1.8951547207647568,
npp_balance,4426800,-0.06557959138109909,0.8638229760470949,0.7557456733738591,0.7504908167525715,
nbp_balance,4426800,-0.2216711983034528,1.065410983496725,0.7839494472857919,1.1842386839127492,
nbp_vs_delta_ctotal_monthly,4057900,0.0155255349997959,0.9060207887588196,0.622166926839813,0.8211147119001845,
carbon_partition_december,368900,0.0897809218876873,1.3715954280160172,1.225223170601079,1.8893346320894449,

overall_mean_penalty_weighted,
total_series_is_true_per_window_total,False
